97
54321;1234;false;000
67890;1234;true;213
13579;1234;false;000
24680;1234;true;214
11223;1234;false;000
44556;1234;true;222
77889;1234;false;000
99000;1234;true;311
22334;1234;false;000
55667;1234;true;322
33445;5678;false;000
66778;5678;true;233
33456;5678;true;242
44567;5678;false;000
55678;5678;true;251
66789;5678;false;000
77890;5678;true;213
54322;9101;false;000
67891;9101;true;213
13580;9101;false;000
24681;9101;true;214
11224;9101;false;000
44557;9101;true;222
77890;9101;false;000
99001;9101;true;311
22335;9101;false;000
55668;9101;true;325
33446;1121;false;000
66779;1121;true;233
88991;1121;false;000
11235;1121;true;244
22346;1121;false;000
33457;1121;true;242
44568;1121;false;000
55679;1121;true;221
66790;1121;false;000
77891;1121;true;211
54323;3141;false;000
67892;3141;true;213
13581;3141;false;000
24682;3141;true;214
11225;3141;false;000
44558;3141;true;222
77891;3141;false;000
99002;3141;true;311
22336;3141;false;000
55669;3141;true;325
33447;5161;false;000
66780;5161;true;233
88992;5161;false;000
11236;5161;true;244
22347;5161;false;000
33458;5161;true;242
44569;5161;false;000
55680;5161;true;251
66791;5161;false;000
77892;5161;true;265
54324;7181;false;000
67893;7181;true;213
13582;7181;false;000
24683;7181;true;214
11226;7181;false;000
44559;7181;true;222
77892;7181;false;000
99003;7181;true;311
22337;7181;false;000
55670;7181;true;325
33448;9202;false;000
66781;9202;true;233
88993;9202;false;000
11237;9202;true;244
22348;9202;false;000
33459;9202;true;242
44570;9202;false;000
55681;9202;true;251
66792;9202;false;000
77893;9202;true;265
54325;1222;false;000
67894;1222;true;213
13583;1222;false;000
24684;1222;true;214
11227;1222;false;000
44560;1222;true;222
77893;1222;false;000
99004;1222;true;311
22338;1222;false;000
55671;1222;true;325
33449;3242;false;000
66782;3242;true;233
88994;3242;false;000
11238;3242;true;244
22349;3242;false;000
33460;3242;true;242
44571;3242;false;000
55682;3242;true;251
66793;3242;false;000
77894;3242;true;265
